codigo_onibus,distancia_percorrida,segundos_deslocamento,tecnologia,fase_conama,fator_consumo_l,fator_consumo_kg,consumo_l,consumo_kg,emissao_co2,emissao_mp,emissao_nox
22781,167385.57920184435,59277.0,Articulado (18m),P8,0.8,0.672,133.90846336147547,112.4831092236394,357.66950563850094,0.002924560839814624,0.12508121745668702
22782,132013.0962115319,68044.0,Articulado (18m),P5,0.8,0.672,105.61047696922552,88.71280065414943,282.08558398480136,3.4420566653809983,1.8613719833253635
22785,141465.2280334894,48482.0,Biarticulado,P7,0.9,0.756,127.31870523014047,106.947712393318,340.0682616697052,0.05882124181632491,7.031812089860659
22787,122519.1213674315,32058.0,Midiônibus,P5,0.47,0.395,57.5839870426928,48.39505294013544,153.80682939103244,1.8777280540772552,1.015425000789922
22788,140622.60118753242,60030.0,Biarticulado,P8,0.9,0.756,126.56034106877917,106.3106864977745,338.0426709947091,0.002764077848942137,0.11821748338552523
22790,200539.09378892108,78810.0,Miniônibus,P5,0.35,0.294,70.18868282612237,58.95849357394279,187.47397182857284,2.2875895506689803,1.2370671121684675
22792,333548.9814569906,82192.0,Padron,P7,0.63,0.529,210.13585831790408,176.44741119074803,561.2728775671218,0.09704607615491143,11.601417285791683
22795,150728.76877556607,48933.0,Articulado (18m),P5,0.8,0.672,120.58301502045286,101.2897326171804,322.07723311962957,3.9300416255466,2.125261169773679
22796,403559.77241720434,60367.0,Básico,P7,0.53,0.445,213.8866793811183,179.58409872565593,571.2913206269669,0.09877125429911077,11.807654491211878
22798,248525.92216443887,86221.0,Articulado (18m),P7,0.8,0.672,198.8207377315511,167.00941969450292,531.050190480973,0.09185518083197661,10.980869344913568
22799,215889.27949864152,59397.0,Midiônibus,P5,0.47,0.395,101.4679613643615,85.2762654019634,271.0209248042095,3.30871909759618,1.7892666006639961
22800,1259.5826399082096,203.0,Articulado (18m),P7,0.8,0.672,1.0076661119265677,0.8464395340183168,2.6914761849558624,0.0004655417437100743,0.05565339936170433
22801,188389.8836577604,54808.0,Articulado (18m),P7,0.8,0.672,150.71190692620834,126.598001818015,402.55150339990246,0.06962890099990826,8.323818619534487
22803,343578.296823565,86197.0,Padron,P7,0.63,0.529,216.45432699884594,181.75291901966588,578.1495074139175,0.09996410546081624,11.950254425543033
22804,92711.19578629985,55909.0,Básico,P7,0.53,0.445,49.13693376673893,41.256482124903435,131.24475009095966,0.02269106516869689,2.712613699712401
22805,208829.4194723073,82085.0,Padron,P8,0.63,0.529,131.5625342675536,110.47076290085056,351.4035290286356,0.0028722398354221143,0.12284348834574581
22806,95186.88127037502,27789.0,Miniônibus,P7,0.35,0.294,33.31540844463125,27.98494309349025,88.98545595561006,0.01539171870141964,1.8400100083969841
22807,236740.46082736613,74460.0,Miniônibus,P7,0.35,0.294,82.85916128957814,69.60169548324563,221.3168198044632,0.0382809325157851,4.576311478023401
22809,311308.46158693015,37945.0,Articulado (23m),P8,0.85,0.714,264.61219234889063,222.2742415730681,706.7791657638868,0.005779130280899771,0.24716895662925173
22815,0.0,55.0,Articulado (23m),P8,0.85,0.714,0.0,0.0,0.0,0.0,0.0
22816,246931.33524977937,60392.0,Articulado (23m),P5,0.85,0.714,209.89163496231248,176.30897336834246,560.6205569843366,6.840788166691688,3.699314879214562
22817,387743.8613987916,86203.0,Padron,P7,0.63,0.529,244.2786326812387,205.11650267996075,652.4682278915885,0.11281407647397841,13.48641005120742
22820,176874.09635094035,85104.0,Miniônibus,P7,0.35,0.294,61.905933722829126,52.00098432717646,165.3507489736766,0.028600541379947057,3.4190647195118524
22821,249633.47977571003,56834.0,Biarticulado,P8,0.9,0.756,224.67013179813904,188.7229107104368,600.0939220328294,0.004906795678471357,0.2098598767100057
22822,49630.72889642799,62016.0,Midiônibus,P8,0.47,0.395,23.326442581321153,19.604137914089055,62.304928134708796,0.0005097075857663154,0.02179980136046703
22824,177289.44799051623,60436.0,Básico,P8,0.53,0.445,93.9634074349736,78.89380435577972,250.97626125881447,0.0020512389132502726,0.08772991044362705
22825,98033.30218071493,29981.0,Miniônibus,P5,0.35,0.294,34.31165576325023,28.82179084113019,91.64643254364135,1.1182854846358514,0.6047388154285936
22828,7941.145805682733,1773.0,Articulado (18m),P7,0.8,0.672,6.3529166445461875,5.336449981418797,16.968640357582867,0.0029350474897803383,0.3508715862782859
22829,334212.5060949394,59209.0,Padron,P7,0.63,0.529,210.55387883981186,176.79841572422296,562.3894103811374,0.09723912864832264,11.62449583386766
22831,24053.58591114257,5933.0,Biarticulado,P8,0.9,0.756,21.64822732002831,18.18451094882378,57.82241517179562,0.0004727972846694183,0.020221176175092045
22832,310203.7103540104,60455.0,Padron,P8,0.63,0.529,195.42833752302656,164.09776277727153,521.9890895240039,0.004266541832209059,0.18247671220832593
22833,118412.87788491658,37483.0,Básico,P8,0.53,0.445,62.75882527900579,52.69373065878788,167.62882232022446,0.0013700369971284846,0.05859542849257211
22834,92762.5524923232,31186.0,Articulado (23m),P7,0.85,0.714,78.84816961847471,66.23246247951876,210.60346105094595,0.03642785436373532,4.354784408028358
22835,278403.2887220366,45767.0,Midiônibus,P5,0.47,0.395,130.84954569935718,109.96929904520445,349.499136562983,4.266808802953933,2.3073758325664797
22836,99693.64953523975,35091.0,Miniônibus,P5,0.35,0.294,34.89277733733391,29.30993296336048,93.19860826801887,1.1372253989783867,0.6149810134372297
22837,238505.24468415458,60260.0,Biarticulado,P7,0.9,0.756,214.65472021573913,180.30996498122087,573.3427576962392,0.09917048073967148,11.855380197515274
22838,278357.6145788445,52430.0,Padron,P7,0.63,0.529,175.36529718467204,147.25117811220875,468.400708780259,0.08098814796171482,9.681764960877725
22839,340008.18301276607,83255.0,Articulado (18m),P7,0.8,0.672,272.0065464102128,228.48549898457878,726.5294854616784,0.12566702444151834,15.022921558236055
22840,389357.51764517324,84739.0,Articulado (18m),P5,0.8,0.672,311.4860141161386,261.64825185755643,831.9791437042062,10.15195217207319,5.489903620475249
22841,198550.20315467482,81926.0,Articulado (18m),P5,0.8,0.672,158.84016252373988,133.4257365199415,424.26207410090916,5.17691857697373,2.7995388036614126
22842,345092.1316902042,60418.0,Miniônibus,P7,0.35,0.294,120.78224609157147,101.45708671692003,322.60937931058737,0.05580139769430602,6.670803451637492
22843,168298.40086898228,33930.0,Midiônibus,P7,0.47,0.395,79.10024840842166,66.477868343248,211.27676349889424,0.03656282758878641,4.370919843568556
22845,192505.50345002153,56134.0,Biarticulado,P8,0.9,0.756,173.25495310501938,145.53416060821627,462.76397974350675,0.003783888175813623,0.1618339865963365
22846,173356.83825008787,59788.0,Padron,P7,0.63,0.529,109.21480809755535,91.70576743429649,291.7127524285703,0.05043817208886307,6.0296542088049945
22847,232954.7113689181,86253.0,Miniônibus,P8,0.35,0.294,81.53414897912134,68.48868514246192,217.77771192323308,0.0017807058137040098,0.07615941787841765
22848,94718.93907409985,59719.0,Biarticulado,P8,0.9,0.756,85.24704516668987,71.60751794001949,227.69485764022863,0.0018617954664405067,0.07962755994930167
22849,273304.35284556134,86226.0,Articulado (18m),P8,0.8,0.672,218.6434822764491,183.66052511221724,583.9967411603956,0.004775173652917648,0.20423050392478556
22850,226636.30302366155,59046.0,Articulado (18m),P7,0.8,0.672,181.30904241892927,152.2995956319006,484.27645230096005,0.08376477759754533,10.013698412797464
22852,265657.4154812475,86232.0,Biarticulado,P8,0.9,0.756,239.09167393312273,200.8370061038231,638.6138610753708,0.0052217621586993996,0.22333075078745127
22853,143375.2873292529,49848.0,Básico,P8,0.53,0.445,75.98890228450404,63.80200286151754,202.96635800191027,0.001658852074399456,0.0709478271820075
22854,144160.68061134595,57404.0,Básico,P7,0.53,0.445,76.40516072401336,64.15150287204895,204.07818429383966,0.03528332657962693,4.217961313837218
22855,175538.9737379407,57901.0,Midiônibus,P8,0.47,0.395,82.50331765683212,69.33789462648657,220.36636146139858,0.0018027852602886508,0.07710373882465306
22856,124297.43529388419,29684.0,Miniônibus,P7,0.35,0.294,43.50410235285946,36.54344597640195,116.19945738448762,0.020098895287021072,2.402731572948428
22858,17647.4013403638,37309.0,Miniônibus,P8,0.35,0.294,6.17659046912733,5.188335994066957,16.497673143039098,0.00013489673584574088,0.005769429625402456
22859,135919.6651007641,46899.0,Midiônibus,P8,0.47,0.395,63.88224259735912,53.68826771480182,170.6294699775462,0.001395894960584847,0.059701353698859615
22860,69429.93384869884,60413.0,Articulado (23m),P5,0.85,0.714,59.01544377139401,49.57297276797097,157.6302503133934,1.9234313433972736,1.0401401146175668
22862,86512.89151168545,84210.0,Miniônibus,P7,0.35,0.294,30.279512029089908,25.43479010443552,80.87657662969914,0.013989134557439538,1.6723374493666356
22863,175251.57150117197,58980.0,Padron,P8,0.63,0.529,110.40849004573835,92.70808132411999,294.9010769121671,0.0024104101144271197,0.10309138643242143
22864,170749.6737358803,60327.0,Biarticulado,P5,0.9,0.756,153.67470636229226,129.0867533443255,410.4651406936826,5.008566029759829,2.708498258670638
22865,149791.44687680696,57622.0,Miniônibus,P8,0.35,0.294,52.427006406882434,44.03868538178124,140.03253411278297,0.0011450058199263123,0.04897101814454074
22866,4111.267762249571,86212.0,Articulado (18m),P7,0.8,0.672,3.2890142097996566,2.7627719362317116,8.784956954374882,0.0015195245649274414,0.18165225480723504
22867,5284.259583738554,86246.0,Padron,P8,0.63,0.529,3.329083537755289,2.795373319797695,8.891982129344376,7.267970631474007e-05,0.0031084551316150366
22868,171429.18679794628,86180.0,Padron,P7,0.63,0.529,108.00038768270615,90.68603981611358,288.4690355005081,0.04987732189886247,5.962607117909468
22869,3200.663629802985,86218.0,Articulado (18m),P8,0.8,0.672,2.560530903842388,2.150845959227606,6.839178044163018,5.5921994939917755e-05,0.002391740706661098
22871,137.37981718680172,86181.0,Padron,P7,0.63,0.529,0.08654928482768509,0.07267392329181811,0.23117313977474685,3.9970657810499965e-05,0.004778310456437041
22872,21874.673122973858,86250.0,Articulado (18m),P8,0.8,0.672,17.499738498379084,14.699780338638432,46.74180152917053,0.0003821942888045992,0.016346155736565934
22874,131845.0312153142,82875.0,Biarticulado,P7,0.9,0.756,118.66052809378279,99.67484359877754,316.9422705384938,0.05482116397932765,6.553620966619624
22875,209659.88458842167,47308.0,Padron,P7,0.63,0.529,132.08572729070565,110.91007894727507,352.8009775934748,0.061000543421001294,7.292337690783336
22876,156455.83204209513,60162.0,Miniônibus,P8,0.35,0.294,54.75954121473329,45.99801462037596,146.26273458455262,0.001195948380129775,0.05114979225785807
22877,93050.50872629996,58765.0,Miniônibus,P5,0.35,0.294,32.56767805420498,27.356849565532183,86.9882680827815,1.0614457631426488,0.5740014175839963
22881,76264.25355735053,86206.0,Midiônibus,P7,0.47,0.395,35.84419917195475,30.12438015515346,95.73985598829113,0.016568409085334405,1.98067799520134
22882,42661.94121695965,15172.0,Articulado (18m),P8,0.8,0.672,34.12955297356772,28.668824497796884,91.16003599239937,0.0007453894369427189,0.03187973284155013
22883,198415.70001959536,43210.0,Padron,P5,0.63,0.529,125.00189101234508,104.96190531036595,333.8800508939737,4.0725219260421985,2.2023106972220985
22884,167268.59205838034,51265.0,Articulado (23m),P5,0.85,0.714,142.17830324962327,119.42977472968356,379.7582479797437,4.633875259511722,2.5058755333782203
22885,405898.56526625017,86026.0,Padron,P5,0.63,0.529,255.7160961177376,214.72034102584635,683.017692730477,8.331149231802838,4.505262195404308
22886,0.0,10743.0,Midiônibus,P5,0.47,0.395,0.0,0.0,0.0,0.0,0.0
22887,158431.16242222494,27765.0,Miniônibus,P7,0.35,0.294,55.450906847778725,46.57876175213413,148.10937219041696,0.02561831896367377,3.062553585202819
22888,103863.72253582666,27686.0,Miniônibus,P5,0.35,0.294,36.352302887539324,30.535934425533036,97.09700101261753,1.1847942557106819,0.6407049761165342
22889,386220.7404246894,53673.0,Midiônibus,P7,0.47,0.395,181.523747999604,152.55719246775232,484.8499309069423,0.08390645585726378,10.030635404754715
22890,193225.38264685072,81407.0,Articulado (18m),P8,0.8,0.672,154.58030611748057,129.8474571386837,412.8839976397906,0.003376033885605776,0.14439037233821625
22895,273857.1172925625,86160.0,Articulado (23m),P8,0.85,0.714,232.77854969867815,195.53398174688962,621.7515062451693,0.00508388352541913,0.21743378770254124
22896,171385.77826255694,58848.0,Básico,P8,0.53,0.445,90.83446247915518,76.26667132683784,242.61884928182346,0.0019829334544977837,0.08480853851544366
22897,3237.129070797877,1255.0,Biarticulado,P7,0.9,0.756,2.913416163718089,2.447269577523195,7.781734573291016,0.0013459982676377574,0.16090797472215007
22898,1923.317440615224,86210.0,Biarticulado,P8,0.9,0.756,1.7309856965537016,1.4540279851051094,4.6234627954949366,3.780472761273284e-05,0.0016168791194368815
22899,220658.42334609805,80970.0,Articulado (23m),P7,0.85,0.714,187.55965984418333,157.55011426911398,500.97185144381365,0.08665256284801269,10.358920013194245
25003,4222.422058800936,1003.0,Midiônibus,P7,0.47,0.395,1.9845383676364396,1.6678567132263695,5.30070197995693,0.0009173211922745033,0.10966157889463381
25004,415162.6074154129,86202.0,Articulado (23m),P7,0.85,0.714,352.88821630310093,296.42610169460477,942.5644257455825,0.16303435593203264,19.490016186420263
25006,122352.79205435017,15323.0,Articulado (18m),P8,0.8,0.672,97.88223364348013,82.22107626052332,261.4434460617354,0.002137747982773606,0.09142983680170193
25010,53140.17288915311,17957.0,Miniônibus,P8,0.35,0.294,18.599060511203586,15.623210829411013,49.67809062542477,0.0004062034815646863,0.017373010442305045
25012,226640.90186085884,57301.0,Articulado (18m),P8,0.8,0.672,181.3127214886871,152.30268605049716,484.2862790962832,0.003959869837312926,0.16936058688815284
25013,439150.917349575,56869.0,Articulado (18m),P8,0.8,0.672,351.32073387966,295.1094164589144,938.3776801925718,0.007672844827931773,0.32816167110231276
25020,438339.5102435032,82551.0,Básico,P7,0.53,0.445,232.3199404290567,195.06108205835892,620.5265608860103,0.10728359513209741,12.8252661453371
25023,424615.95002323424,60334.0,Padron,P7,0.63,0.529,267.50804851463755,224.62183756229092,714.5139975825969,0.12354201065926002,14.768885819720628
25027,28169.161200601127,8088.0,Articulado (23m),P8,0.85,0.714,23.943787020510957,20.112781097229202,63.95385513178476,0.0005229323085279592,0.02236541258011887
25029,425288.1454750444,86215.0,Básico,P7,0.53,0.445,225.40271710177353,189.25322473639474,602.0506573788371,0.10408927360501712,12.443399526417954
25034,224111.39855350263,86218.0,Articulado (18m),P7,0.8,0.672,179.2891188428021,150.60285982795378,478.8812364291244,0.08283157290537459,9.902138033687962
25063,239949.9701499309,54240.0,Articulado (23m),P5,0.85,0.714,203.95747462744126,171.32427868705065,544.7704147298956,6.647382013057565,3.594726015411697
25066,1204.1769436709992,14141.0,Básico,P7,0.53,0.445,0.6382137801456297,0.5358587399335947,1.7046690067689767,0.00029472230696347707,0.03523271215063385
25068,0.0,86193.0,Midiônibus,P5,0.47,0.395,0.0,0.0,0.0,0.0,0.0
25077,57.145545276860545,86208.0,Biarticulado,P5,0.9,0.756,0.051430990749174496,0.043202032229306575,0.13737217629104506,0.001676238850497095,0.0009064650402353106
25092,20610.008836299516,20605.0,Básico,P8,0.53,0.445,10.923304683238745,9.171453932153286,29.17614680893069,0.0002384578022359854,0.010198656772554453
25121,224263.143808852,44121.0,Miniônibus,P5,0.35,0.294,78.49210033309821,65.93336427980249,209.6523999897053,2.5582145340563365,1.383413849318816
25127,259949.57612859661,86256.0,Básico,P8,0.53,0.445,137.7732753481562,115.6775613772255,367.9924184549252,0.003007616595807863,0.12863344825147474
25130,186894.608009697,80818.0,Midiônibus,P8,0.47,0.395,87.84046576455759,73.82337016383032,234.62188405713331,0.0019194076242595882,0.08209158762217932
25140,187356.7903735981,86201.0,Padron,P8,0.63,0.529,118.0347779353668,99.1117421076334,315.2708918653647,0.002576905294798468,0.11021225722368834
25141,408786.10328185454,84758.0,Padron,P8,0.63,0.529,257.5352450675684,216.24784863610105,687.8766395754751,0.005622444064538627,0.24046760768334435
25142,308025.1853384549,60354.0,Biarticulado,P8,0.9,0.756,277.2226668046094,232.8670401158719,740.4617430351117,0.006054543043012669,0.2589481486088495
25143,0.0,86237.0,Midiônibus,P5,0.47,0.395,0.0,0.0,0.0,0.0,0.0
25144,250370.7253573976,77858.0,Articulado (18m),P5,0.8,0.672,200.2965802859181,168.2491274401712,534.9921659436873,6.528066144678643,3.5302031919496724
25146,163119.37049312258,85678.0,Biarticulado,P7,0.9,0.756,146.8074334438103,123.31824409280067,392.12265472841733,0.06782503425104038,8.108174549101644
25149,213377.39575279792,35583.0,Miniônibus,P7,0.35,0.294,74.68208851347927,62.73295435132258,199.4758584195031,0.034503124893227426,4.12469174859946
25150,254344.85566838452,59745.0,Básico,P7,0.53,0.445,134.80277350424382,113.18346077243112,360.0582080298352,0.06225090342483712,7.4418125457873465
25151,3716.0903952010412,81298.0,Biarticulado,P8,0.9,0.756,3.344481355680937,2.8093643387719873,8.933109701023783,7.304347280807166e-05,0.0031240131447144498
25152,262303.87413471745,80513.0,Articulado (18m),P5,0.8,0.672,209.84309930777397,176.26820341853013,560.4909182510643,6.83920629263897,3.6984594441275993
25153,3293.6226472346925,86201.0,Articulado (23m),P8,0.85,0.714,2.7995792501494887,2.3516465701255704,7.4776761771492835,6.114281082326483e-05,0.0026150309859796343
25154,129661.91461234176,33426.0,Midiônibus,P8,0.47,0.395,60.94109986780062,51.21645627187499,162.77367774689543,0.0013316278630687497,0.05695269937432498
25155,49993.186792167944,46787.0,Básico,P8,0.53,0.445,26.496388999849014,22.246968122514737,70.77185501859671,0.0005784211711853831,0.024738628552236387
25159,314718.2986702551,51613.0,Miniônibus,P5,0.35,0.294,110.15140453458929,92.527179809055,294.21440151188796,3.590054576591334,1.941405286753592
25162,327930.1647187415,39622.0,Articulado (23m),P7,0.85,0.714,278.74064001093024,234.14213760918142,744.5162494691946,0.1287781756850498,15.394845547803678
25164,187755.52436789268,86242.0,Biarticulado,P7,0.9,0.756,168.97997193110342,141.94317642212687,451.3455050279772,0.07806874703216979,9.332763849754842
25167,135.26940860299985,86232.0,Miniônibus,P5,0.35,0.294,0.04734429301104995,0.039769206129281955,0.1264566066325144,0.0015430451978161398,0.000834437483004594
25170,259757.1267604116,86180.0,Padron,P7,0.63,0.529,163.64698985905932,137.41152005625776,437.1011099135474,0.07557633603094177,9.034807443698949
25173,314010.07021868293,86203.0,Articulado (23m),P5,0.85,0.714,266.9085596858805,224.2031901361396,712.9127629209868,8.699083777282217,4.704231335436481
25175,2147.2203571208534,14392.0,Articulado (18m),P5,0.8,0.672,1.7177762856966827,1.4429320799852134,4.588180459095839,0.05598576470342628,0.03027560090224975
25176,319855.5798431089,86231.0,Articulado (23m),P5,0.85,0.714,271.8772428666426,228.37688400797975,726.1841156968022,8.861023099509614,4.791803780255432
25177,300184.48945955344,60428.0,Miniônibus,P8,0.35,0.294,105.0645713108437,88.2542399011087,280.6274699712635,0.002294610237428826,0.09813871477003287
25178,96.15469937927675,6439.0,Miniônibus,P5,0.35,0.294,0.03365414478274686,0.02826948161750736,0.08989022071471685,0.0010968558867592857,0.0005931502632985394
25179,75694.07692084342,24207.0,Miniônibus,P8,0.35,0.294,26.492926922295194,22.254058614727963,70.76260780945046,0.000578605523982927,0.024746513179577493
25180,237045.39629815583,60238.0,Básico,P7,0.53,0.445,125.6340600380226,105.48520135267934,335.5685743615583,0.05801686074397364,6.935651988938667
25182,226751.187543315,86201.0,Miniônibus,P8,0.35,0.294,79.36291564016024,66.6648491377346,211.978347674868,0.0017332860775810996,0.07413131224116087
25183,241487.147550718,86228.0,Miniônibus,P5,0.35,0.294,84.5205016427513,70.99722137991108,225.7542598877887,2.75469218954055,1.4896636989932943
25185,0.0,86220.0,Articulado (23m),P8,0.85,0.714,0.0,0.0,0.0,0.0,0.0
25186,0.0,86218.0,Articulado (18m),P5,0.8,0.672,0.0,0.0,0.0,0.0,0.0
25187,199327.6455703795,60433.0,Miniônibus,P7,0.35,0.294,69.76467594963282,58.60232779769157,186.34144946146924,0.03223128028873037,3.853103052698221
25189,165637.818831346,63551.0,Biarticulado,P7,0.9,0.756,149.07403694821141,125.22219103649759,398.17675268867265,0.06887220507007367,8.233359060649716
25192,183340.76559925213,50141.0,Midiônibus,P5,0.47,0.395,86.1701598316485,72.4196024117046,230.16049691033314,2.8098805735741386,1.519508097802386
25197,194460.84355503437,60334.0,Biarticulado,P5,0.9,0.756,175.0147591995309,147.012397727606,467.46442182194704,5.704081031831112,3.084614129120629
25200,167399.0498290407,59741.0,Articulado (18m),P8,0.8,0.672,133.91923986323258,112.49216148511536,357.6982896746942,0.0029247961986129992,0.12509128357144828
25209,102554.36585321777,34965.0,Midiônibus,P7,0.47,0.395,48.20055195101234,40.50897451202102,128.74367426115396,0.022279935981611564,2.6634650741653823
25211,204811.02008350976,52622.0,Miniônibus,P8,0.35,0.294,71.6838570292284,60.21443990455187,191.46758212506907,0.0015655754375183484,0.06695845717386167
25212,160687.43312185182,59702.0,Biarticulado,P7,0.9,0.756,144.61868980966665,121.47969944011999,386.27652048161957,0.06681383469206599,7.98729023818789
25216,100083.17734176837,55346.0,Miniônibus,P5,0.35,0.294,35.02911206961893,29.424454138479902,93.56275833795216,1.1416688205730203,0.6173838967335853
25220,81110.29955812222,22003.0,Articulado (23m),P7,0.85,0.714,68.94375462440388,57.91275388449927,184.14876860178276,0.0318520146364746,3.807763567905827
25221,26567.580807059858,30693.0,Articulado (18m),P5,0.8,0.672,21.254064645647887,17.853414302344227,56.769606668525505,0.692712474930956,0.37460033889178657
25225,429744.8430393551,60343.0,Articulado (23m),P7,0.85,0.714,365.2831165834519,306.83781793009956,975.6712043943999,0.16876079986155476,20.174586528904047
25251,210911.92038311422,86194.0,Padron,P8,0.63,0.529,132.87450984136197,111.57240588266743,354.9078157862778,0.002900882552949353,0.12406851534152617
25255,182148.11196024594,86200.0,Articulado (23m),P8,0.85,0.714,154.82589516620902,130.05375193961558,413.5399659889443,0.003381397550430005,0.1446197721568525
25258,208663.9379285112,40286.0,Articulado (18m),P5,0.8,0.672,166.931150342809,140.22216628795954,445.8731025656428,5.4406200519728305,2.9421414930539673
25598,120804.2824229363,44304.0,Midiônibus,P7,0.47,0.395,56.778012738780056,47.71769155705984,151.65407202528152,0.02624473035638291,3.1374382198766844
25600,357143.5860504211,57304.0,Articulado (18m),P7,0.8,0.672,285.7148688403369,240.000489825883,763.1444146725398,0.13200026940423565,15.780032206051807
25612,76989.3994994379,23152.0,Biarticulado,P7,0.9,0.756,69.29045954949412,58.20398602157506,185.07481745669878,0.032012192311866285,3.8269120809185604
25628,288824.1948801413,53503.0,Midiônibus,P7,0.47,0.395,135.7473715936664,114.08555697765583,362.58122952668293,0.0627470563377107,7.501125371280871
25632,215308.65337887962,58473.0,Articulado (18m),P5,0.8,0.672,172.2469227031037,144.68741507060713,460.07153053998996,5.613871704739557,3.0358313430114787
25634,78496.93954445882,78473.0,Articulado (23m),P5,0.85,0.714,66.72239861278999,56.046814834743586,178.21552669476205,2.1746164155880514,1.17597426886259
25639,176936.6457009583,60404.0,Articulado (18m),P5,0.8,0.672,141.54931656076664,118.90142591104399,378.07822453380766,4.613375325348507,2.494789718465525
25642,132265.86503416687,65770.0,Biarticulado,P5,0.9,0.756,119.03927853075018,99.99299396583015,317.9539129556337,3.87972816587421,2.098052999391048
25643,27660.390006154204,8236.0,Básico,P8,0.53,0.445,14.660006703261729,12.308873552738621,39.15687790441208,0.00032003071237120414,0.013687467390645346
25645,162389.8804106553,60451.0,Padron,P8,0.63,0.529,102.30562465871284,85.90424673723666,273.258323463422,0.002233510415168153,0.09552552237180716
25651,1595.573344107124,13851.0,Articulado (23m),P5,0.85,0.714,1.3562373424910554,1.1392393676924866,3.622509941793609,0.04420248746646848,0.023903520412923755
25652,1506.6355331116026,13918.0,Miniônibus,P8,0.35,0.294,0.5273224365890609,0.4429508467348111,1.4084782281293815,1.1516722015105089e-05,0.0004925613415691099
25654,7565.694239022009,1576.0,Articulado (18m),P5,0.8,0.672,6.0525553912176075,5.0841465286227905,16.16637544994223,0.19726488531056427,0.1066755624635634
25666,229397.17158352863,86228.0,Midiônibus,P7,0.47,0.395,107.81667064425845,90.61188277549381,287.9783272908143,0.0498365355265216,5.9577312924887185
26001,108880.36501580235,37904.0,Articulado (23m),P8,0.85,0.714,92.548310263432,77.74058062128287,247.19653671362687,0.0020212550961533544,0.08644752565086655
26002,44759.79087977762,60351.0,Articulado (23m),P5,0.85,0.714,38.045822247810975,31.95849068816122,101.62039122390311,1.2399894387006554,0.6705530516189987
26004,244638.14679373195,80323.0,Padron,P7,0.63,0.529,154.12203248005113,129.4135796538842,411.65994875421654,0.07117746880963631,8.508942862242886
26005,143228.04329135947,81240.0,Articulado (18m),P8,0.8,0.672,114.58243463308759,96.24924509179358,306.0496829049769,0.002502480372386633,0.10702916054207445
26008,148172.05862328573,86219.0,Básico,P7,0.53,0.445,78.53119107034144,65.93656608736215,209.75681134888197,0.03626511134804919,4.335329220244062
26012,6750.578271683035,1433.0,Básico,P8,0.53,0.445,3.577806483992009,3.0040073308989506,9.556321118742655,7.810419060337271e-05,0.0033404561519596327
26020,191770.8451718979,59240.0,Biarticulado,P7,0.9,0.756,172.59376065470812,144.97875894995482,460.9979347087254,0.07973831742247516,9.53235340095953
26028,0.0,10730.0,Articulado (23m),P7,0.85,0.714,0.0,0.0,0.0,0.0,0.0
26029,49354.62437076499,23814.0,Miniônibus,P8,0.35,0.294,17.274118529767748,14.510259565004908,46.13917059300965,0.0003772667486901276,0.016135408636285455
26031,181072.8305958906,59960.0,Midiônibus,P7,0.47,0.395,85.10423038006859,71.5237680853768,227.3133993451632,0.039338072446957244,4.702687751613525
26035,122362.79948679,25293.0,Articulado (23m),P5,0.85,0.714,104.0083795637715,87.36703883356806,277.8063818148336,3.3898411067424408,1.8331352088059252
26040,113722.82696307219,59870.0,Midiônibus,P8,0.47,0.395,53.44972867264393,44.92051665041352,142.76422528463192,0.0011679334329107514,0.049951614515259826
26042,354381.7015019549,86209.0,Articulado (23m),P5,0.85,0.714,301.2244462766617,253.0285348723958,804.5704960049634,9.817507153048957,5.309044718692609
26048,172128.0658891661,60369.0,Midiônibus,P7,0.47,0.395,80.90019096790806,67.99058602622061,216.08441007528242,0.03739482231442134,4.470381031224005
26049,124329.83279743294,52553.0,Midiônibus,P5,0.47,0.395,58.43502141479348,49.110283954986016,156.0799421989134,1.9054790174534575,1.0304319779435167
26052,80083.43842324427,27037.0,Biarticulado,P7,0.9,0.756,72.07509458091985,60.54307944797267,192.5125776256369,0.033298693696384975,3.980707473704203
26055,170552.31753052428,53165.0,Midiônibus,P7,0.47,0.395,80.1595892393464,67.36816542455709,214.10626285829423,0.0370524909835064,4.429456876664629
26063,74624.78918713125,36157.0,Articulado (18m),P8,0.8,0.672,59.69983134970499,50.1478583337522,159.45824953506204,0.001303844316677557,0.05576441846713244
26065,111744.74941840275,51728.0,Básico,P5,0.53,0.445,59.224717191753456,49.72641349118922,158.18921961917346,1.9293848434581418,1.0433596078721323
26067,165002.47528397536,60447.0,Padron,P5,0.63,0.529,103.95155942890449,87.28630942522298,277.65461523460385,3.386708805698652,1.8314413443600286
26069,135344.64815039723,56431.0,Biarticulado,P7,0.9,0.756,121.81018333535751,102.32055400170032,325.3549996887399,0.05627630470093518,6.7275764256117965
26070,393770.642157224,56499.0,Biarticulado,P7,0.9,0.756,354.39357794150163,297.6906054708614,946.5852466817508,0.16372983300897379,19.57315730970914
26072,122900.91836212385,55750.0,Básico,P5,0.53,0.445,65.13748673192565,54.69090867114511,173.9822270609734,2.12200725644043,1.1475246457379666
26076,111516.90963138774,60342.0,Padron,P5,0.63,0.529,70.25565306777428,58.992445195004116,187.65284934402507,2.2889068735661597,1.2377794850815764
